,area_code,state,market,market_size,profit,gross_profit,sales,cogs,total_expenses,marketing,inventory,budget_profit,budget_cogs,budget_gross_profit,budget_sales,product_id,sale_date,product_type,product_description,product_category,gross_margin,sales_to_cogs_ratio,profit_margin_percentage,marketing_to_sales_ratio,gross_profit_to_inventory_ratio,budget_actual_profit_diff,expenses_to_sales_ratio,period,dow,hour,date,year
14,203,Connecticut,East,Small Market,-2.0,75.0,128.0,53.0,77.0,48.0,597.0,10.0,50.0,70.0,120.0,5,2010-06-01,Espresso,Caffe Mocha,Regular,0.59,2.4150943396226414,-1.5625,0.375,0.12562814070351758,-12.0,0.6015625,2010-06,Tuesday,12 AM,2010-06-01,2010
15,203,Connecticut,East,Small Market,1.0,84.0,144.0,60.0,83.0,54.0,606.0,40.0,40.0,90.0,130.0,5,2010-10-01,Espresso,Caffe Mocha,Regular,0.58,2.4,0.6944444444444444,0.375,0.13861386138613863,-39.0,0.5763888888888888,2010-10,Friday,12 AM,2010-10-01,2010
16,203,Connecticut,East,Small Market,2.0,86.0,147.0,61.0,84.0,55.0,613.0,10.0,60.0,80.0,140.0,5,2010-11-01,Espresso,Caffe Mocha,Regular,0.59,2.4098360655737703,1.3605442176870748,0.3741496598639456,0.1402936378466558,-8.0,0.5714285714285714,2010-11,Monday,12 AM,2010-11-01,2010
17,203,Connecticut,East,Small Market,11.0,105.0,201.0,75.0,103.0,68.0,522.0,20.0,70.0,100.0,170.0,5,2011-01-01,Espresso,Caffe Mocha,Regular,0.52,2.68,5.472636815920398,0.3383084577114428,0.20114942528735633,-9.0,0.5124378109452736,2011-01,Saturday,12 AM,2011-01-01,2011
18,203,Connecticut,East,Small Market,4.0,90.0,165.0,65.0,87.0,58.0,513.0,20.0,60.0,90.0,150.0,5,2011-02-01,Espresso,Caffe Mocha,Regular,0.55,2.5384615384615383,2.4242424242424243,0.3515151515151515,0.17543859649122806,-16.0,0.5272727272727272,2011-02,Tuesday,12 AM,2011-02-01,2011
19,203,Connecticut,East,Small Market,0.0,87.0,160.0,63.0,87.0,57.0,506.0,10.0,60.0,80.0,140.0,5,2011-03-01,Espresso,Caffe Mocha,Regular,0.54,2.5396825396825395,0.0,0.35625,0.17193675889328064,-10.0,0.54375,2011-03,Tuesday,12 AM,2011-03-01,2011
20,203,Connecticut,East,Small Market,0.0,87.0,160.0,63.0,87.0,57.0,521.0,10.0,60.0,80.0,140.0,5,2011-04-01,Espresso,Caffe Mocha,Regular,0.54,2.5396825396825395,0.0,0.35625,0.16698656429942418,-10.0,0.54375,2011-04,Friday,12 AM,2011-04-01,2011
21,203,Connecticut,East,Small Market,4.0,90.0,153.0,64.0,81.0,58.0,551.0,20.0,60.0,90.0,150.0,5,2011-05-01,Espresso,Caffe Mocha,Regular,0.59,2.390625,2.6143790849673203,0.3790849673202614,0.16333938294010888,-16.0,0.5294117647058824,2011-05,Sunday,12 AM,2011-05-01,2011
22,203,Connecticut,East,Small Market,3.0,87.0,159.0,62.0,85.0,56.0,612.0,20.0,50.0,90.0,140.0,5,2011-09-01,Espresso,Caffe Mocha,Regular,0.55,2.564516129032258,1.8867924528301887,0.3522012578616352,0.14215686274509803,-17.0,0.5345911949685535,2011-09,Thursday,12 AM,2011-09-01,2011
23,203,Connecticut,East,Small Market,-3.0,76.0,140.0,55.0,78.0,49.0,627.0,10.0,50.0,70.0,120.0,5,2011-12-01,Espresso,Caffe Mocha,Regular,0.54,2.5454545454545454,-2.142857142857143,0.35,0.12121212121212122,-13.0,0.5571428571428572,2011-12,Thursday,12 AM,2011-12-01,2011
24,203,Connecticut,East,Small Market,29.0,75.0,130.0,55.0,46.0,18.0,305.0,40.0,50.0,70.0,120.0,6,2010-02-01,Espresso,Decaf Espresso,Decaf,0.58,2.3636363636363638,22.30769230769231,0.13846153846153847,0.2459016393442623,-11.0,0.35384615384615387,2010-02,Monday,12 AM,2010-02-01,2010
25,203,Connecticut,East,Small Market,22.0,65.0,113.0,48.0,43.0,15.0,334.0,40.0,40.0,70.0,110.0,6,2010-05-01,Espresso,Decaf Espresso,Decaf,0.58,2.3541666666666665,19.469026548672566,0.13274336283185842,0.19461077844311378,-18.0,0.3805309734513274,2010-05,Saturday,12 AM,2010-05-01,2010
26,203,Connecticut,East,Small Market,16.0,57.0,100.0,43.0,41.0,14.0,388.0,20.0,40.0,50.0,90.0,6,2010-07-01,Espresso,Decaf Espresso,Decaf,0.57,2.3255813953488373,16.0,0.14,0.14690721649484537,-4.0,0.41,2010-07,Thursday,12 AM,2010-07-01,2010
27,203,Connecticut,East,Small Market,16.0,56.0,98.0,42.0,40.0,13.0,384.0,20.0,40.0,50.0,90.0,6,2010-08-01,Espresso,Decaf Espresso,Decaf,0.57,2.3333333333333335,16.3265306122449,0.1326530612244898,0.14583333333333334,-4.0,0.40816326530612246,2010-08,Sunday,12 AM,2010-08-01,2010
28,203,Connecticut,East,Small Market,47.0,75.0,145.0,55.0,47.0,18.0,312.0,40.0,50.0,70.0,120.0,6,2011-01-01,Espresso,Decaf Espresso,Decaf,0.52,2.6363636363636362,32.41379310344827,0.12413793103448276,0.2403846153846154,7.0,0.32413793103448274,2011-01,Saturday,12 AM,2011-01-01,2011
29,203,Connecticut,East,Small Market,39.0,71.0,132.0,53.0,45.0,17.0,299.0,40.0,50.0,70.0,120.0,6,2011-03-01,Espresso,Decaf Espresso,Decaf,0.54,2.490566037735849,29.545454545454547,0.12878787878787878,0.23745819397993312,-1.0,0.3409090909090909,2011-03,Tuesday,12 AM,2011-03-01,2011
30,203,Connecticut,East,Small Market,22.0,56.0,97.0,42.0,37.0,13.0,384.0,20.0,40.0,50.0,90.0,6,2011-08-01,Espresso,Decaf Espresso,Decaf,0.58,2.3095238095238093,22.68041237113402,0.13402061855670103,0.14583333333333334,2.0,0.38144329896907214,2011-08,Monday,12 AM,2011-08-01,2011
31,203,Connecticut,East,Small Market,31.0,64.0,118.0,47.0,43.0,15.0,375.0,50.0,30.0,60.0,90.0,6,2011-10-01,Espresso,Decaf Espresso,Decaf,0.54,2.5106382978723403,26.27118644067797,0.1271186440677966,0.17066666666666666,-19.0,0.3644067796610169,2011-10,Saturday,12 AM,2011-10-01,2011
32,203,Connecticut,East,Small Market,39.0,71.0,132.0,53.0,45.0,17.0,380.0,40.0,50.0,70.0,120.0,6,2011-11-01,Espresso,Decaf Espresso,Decaf,0.54,2.490566037735849,29.545454545454547,0.12878787878787878,0.1868421052631579,-1.0,0.3409090909090909,2011-11,Tuesday,12 AM,2011-11-01,2011
33,203,Connecticut,East,Small Market,31.0,65.0,121.0,49.0,44.0,16.0,392.0,40.0,40.0,70.0,110.0,6,2011-12-01,Espresso,Decaf Espresso,Decaf,0.54,2.4693877551020407,25.6198347107438,0.1322314049586777,0.16581632653061223,-9.0,0.36363636363636365,2011-12,Thursday,12 AM,2011-12-01,2011
34,203,Connecticut,East,Small Market,39.0,104.0,189.0,85.0,65.0,32.0,476.0,40.0,60.0,80.0,140.0,9,2010-03-01,Herbal Tea,Lemon,Decaf,0.55,2.223529411764706,20.634920634920633,0.1693121693121693,0.2184873949579832,-1.0,0.3439153439153439,2010-03,Monday,12 AM,2010-03-01,2010
35,203,Connecticut,East,Small Market,32.0,93.0,169.0,76.0,61.0,28.0,580.0,40.0,50.0,80.0,130.0,9,2010-06-01,Herbal Tea,Lemon,Decaf,0.55,2.223684210526316,18.93491124260355,0.16568047337278108,0.16034482758620688,-8.0,0.3609467455621302,2010-06,Tuesday,12 AM,2010-06-01,2010
36,203,Connecticut,East,Small Market,50.0,98.0,190.0,80.0,64.0,30.0,494.0,30.0,60.0,70.0,130.0,9,2011-04-01,Herbal Tea,Lemon,Decaf,0.52,2.375,26.31578947368421,0.15789473684210525,0.19838056680161945,20.0,0.3368421052631579,2011-04,Friday,12 AM,2011-04-01,2011
37,203,Connecticut,East,Small Market,36.0,83.0,160.0,67.0,59.0,25.0,599.0,20.0,50.0,60.0,110.0,9,2011-09-01,Herbal Tea,Lemon,Decaf,0.52,2.388059701492537,22.5,0.15625,0.13856427378964942,16.0,0.36875,2011-09,Thursday,12 AM,2011-09-01,2011
38,203,Connecticut,East,Small Market,50.0,98.0,189.0,79.0,64.0,30.0,593.0,30.0,40.0,50.0,90.0,9,2011-10-01,Herbal Tea,Lemon,Decaf,0.52,2.392405063291139,26.455026455026452,0.15873015873015872,0.16526138279932545,20.0,0.3386243386243386,2011-10,Saturday,12 AM,2011-10-01,2011
39,203,Connecticut,East,Small Market,46.0,89.0,163.0,74.0,43.0,22.0,949.0,50.0,50.0,70.0,120.0,10,2010-03-01,Herbal Tea,Mint,Decaf,0.55,2.2027027027027026,28.22085889570552,0.13496932515337423,0.09378292939936776,-4.0,0.26380368098159507,2010-03,Monday,12 AM,2010-03-01,2010
40,203,Connecticut,East,Small Market,68.0,90.0,176.0,75.0,44.0,23.0,956.0,50.0,50.0,70.0,120.0,10,2011-02-01,Herbal Tea,Mint,Decaf,0.51,2.3466666666666667,38.63636363636363,0.13068181818181818,0.09414225941422594,18.0,0.25,2011-02,Tuesday,12 AM,2011-02-01,2011
41,203,Connecticut,East,Small Market,52.0,80.0,147.0,68.0,39.0,21.0,998.0,40.0,50.0,60.0,110.0,10,2011-05-01,Herbal Tea,Mint,Decaf,0.54,2.161764705882353,35.374149659863946,0.14285714285714285,0.08016032064128256,12.0,0.2653061224489796,2011-05,Sunday,12 AM,2011-05-01,2011
42,203,Connecticut,East,Small Market,49.0,74.0,145.0,62.0,41.0,19.0,1059.0,40.0,40.0,60.0,100.0,10,2011-09-01,Herbal Tea,Mint,Decaf,0.51,2.338709677419355,33.793103448275865,0.1310344827586207,0.06987724268177525,9.0,0.2827586206896552,2011-09,Thursday,12 AM,2011-09-01,2011
43,203,Connecticut,East,Small Market,52.0,77.0,151.0,65.0,42.0,20.0,1053.0,50.0,30.0,50.0,80.0,10,2011-10-01,Herbal Tea,Mint,Decaf,0.51,2.3230769230769233,34.437086092715234,0.13245033112582782,0.0731244064577398,2.0,0.2781456953642384,2011-10,Saturday,12 AM,2011-10-01,2011
44,203,Connecticut,East,Small Market,53.0,76.0,148.0,63.0,40.0,19.0,1075.0,40.0,40.0,60.0,100.0,10,2011-12-01,Herbal Tea,Mint,Decaf,0.51,2.3492063492063493,35.810810810810814,0.12837837837837837,0.07069767441860465,13.0,0.2702702702702703,2011-12,Thursday,12 AM,2011-12-01,2011
45,203,Connecticut,East,Small Market,43.0,68.0,115.0,47.0,25.0,13.0,821.0,60.0,40.0,80.0,120.0,11,2010-04-01,Tea,Darjeeling,Regular,0.59,2.4468085106382977,37.391304347826086,0.11304347826086956,0.0828258221680877,-17.0,0.21739130434782608,2010-04,Thursday,12 AM,2010-04-01,2010
46,203,Connecticut,East,Small Market,32.0,52.0,87.0,35.0,20.0,9.0,894.0,50.0,30.0,60.0,90.0,11,2010-07-01,Tea,Darjeeling,Regular,0.6,2.4857142857142858,36.7816091954023,0.10344827586206896,0.058165548098434,-18.0,0.22988505747126436,2010-07,Thursday,12 AM,2010-07-01,2010
47,203,Connecticut,East,Small Market,28.0,49.0,83.0,34.0,21.0,9.0,890.0,40.0,30.0,50.0,80.0,11,2010-08-01,Tea,Darjeeling,Regular,0.59,2.4411764705882355,33.734939759036145,0.10843373493975904,0.0550561797752809,-12.0,0.25301204819277107,2010-08,Sunday,12 AM,2010-08-01,2010
48,203,Connecticut,East,Small Market,41.0,64.0,108.0,44.0,23.0,12.0,886.0,50.0,40.0,70.0,110.0,11,2010-09-01,Tea,Darjeeling,Regular,0.59,2.4545454545454546,37.96296296296296,0.1111111111111111,0.07223476297968397,-9.0,0.21296296296296297,2010-09,Wednesday,12 AM,2010-09-01,2010
49,203,Connecticut,East,Small Market,46.0,55.0,91.0,37.0,20.0,10.0,876.0,40.0,30.0,60.0,90.0,11,2011-06-01,Tea,Darjeeling,Regular,0.6,2.4594594594594597,50.54945054945055,0.10989010989010989,0.06278538812785388,6.0,0.21978021978021978,2011-06,Wednesday,12 AM,2011-06-01,2011
50,206,Washington,West,Small Market,38.0,77.0,130.0,53.0,39.0,16.0,338.0,70.0,60.0,100.0,160.0,2,2010-01-01,Coffee,Columbian,Regular,0.59,2.452830188679245,29.230769230769234,0.12307692307692308,0.22781065088757396,-32.0,0.3,2010-01,Friday,12 AM,2010-01-01,2010
51,206,Washington,West,Small Market,48.0,89.0,150.0,61.0,41.0,19.0,325.0,80.0,70.0,110.0,180.0,2,2010-03-01,Coffee,Columbian,Regular,0.59,2.459016393442623,32.0,0.12666666666666668,0.27384615384615385,-32.0,0.2733333333333333,2010-03,Monday,12 AM,2010-03-01,2010
52,206,Washington,West,Small Market,56.0,99.0,167.0,68.0,43.0,21.0,438.0,110.0,90.0,140.0,230.0,2,2010-10-01,Coffee,Columbian,Regular,0.59,2.4558823529411766,33.532934131736525,0.12574850299401197,0.22602739726027396,-54.0,0.25748502994011974,2010-10,Friday,12 AM,2010-10-01,2010
53,206,Washington,West,Small Market,59.0,77.0,145.0,53.0,41.0,16.0,338.0,70.0,60.0,100.0,160.0,2,2011-01-01,Coffee,Columbian,Regular,0.53,2.7358490566037736,40.689655172413794,0.1103448275862069,0.22781065088757396,-11.0,0.2827586206896552,2011-01,Saturday,12 AM,2011-01-01,2011
54,206,Washington,West,Small Market,80.0,100.0,180.0,69.0,46.0,22.0,340.0,90.0,80.0,130.0,210.0,2,2011-04-01,Coffee,Columbian,Regular,0.56,2.608695652173913,44.44444444444444,0.12222222222222222,0.29411764705882354,-10.0,0.25555555555555554,2011-04,Friday,12 AM,2011-04-01,2011
55,206,Washington,West,Small Market,91.0,114.0,191.0,79.0,45.0,25.0,425.0,110.0,90.0,150.0,240.0,2,2011-06-01,Coffee,Columbian,Regular,0.6,2.4177215189873418,47.64397905759162,0.13089005235602094,0.26823529411764707,-19.0,0.2356020942408377,2011-06,Wednesday,12 AM,2011-06-01,2011
56,206,Washington,West,Small Market,15.0,128.0,220.0,92.0,113.0,83.0,541.0,60.0,110.0,160.0,270.0,3,2010-02-01,Coffee,Decaf Irish Cream,Decaf,0.58,2.391304347826087,6.8181818181818175,0.37727272727272726,0.2365988909426987,-45.0,0.5136363636363637,2010-02,Monday,12 AM,2010-02-01,2010
57,206,Washington,West,Small Market,16.0,132.0,227.0,95.0,116.0,86.0,532.0,70.0,110.0,170.0,280.0,3,2010-03-01,Coffee,Decaf Irish Cream,Decaf,0.58,2.389473684210526,7.048458149779736,0.3788546255506608,0.24812030075187969,-54.0,0.5110132158590308,2010-03,Monday,12 AM,2010-03-01,2010
58,206,Washington,West,Small Market,17.0,132.0,227.0,95.0,115.0,86.0,554.0,70.0,110.0,170.0,280.0,3,2010-04-01,Coffee,Decaf Irish Cream,Decaf,0.58,2.389473684210526,7.488986784140969,0.3788546255506608,0.23826714801444043,-53.0,0.5066079295154186,2010-04,Thursday,12 AM,2010-04-01,2010
59,206,Washington,West,Small Market,24.0,154.0,264.0,110.0,130.0,100.0,665.0,90.0,130.0,200.0,330.0,3,2010-06-01,Coffee,Decaf Irish Cream,Decaf,0.58,2.4,9.090909090909092,0.3787878787878788,0.23157894736842105,-66.0,0.49242424242424243,2010-06,Tuesday,12 AM,2010-06-01,2010
60,206,Washington,West,Small Market,34.0,184.0,317.0,133.0,150.0,120.0,705.0,100.0,160.0,230.0,390.0,3,2010-08-01,Coffee,Decaf Irish Cream,Decaf,0.58,2.3834586466165413,10.725552050473187,0.3785488958990536,0.26099290780141843,-66.0,0.47318611987381703,2010-08,Sunday,12 AM,2010-08-01,2010
61,206,Washington,West,Small Market,24.0,132.0,242.0,95.0,116.0,86.0,532.0,70.0,110.0,170.0,280.0,3,2011-03-01,Coffee,Decaf Irish Cream,Decaf,0.55,2.5473684210526315,9.917355371900827,0.35537190082644626,0.24812030075187969,-46.0,0.4793388429752066,2011-03,Tuesday,12 AM,2011-03-01,2011
62,206,Washington,West,Small Market,33.0,154.0,262.0,110.0,121.0,100.0,665.0,90.0,130.0,200.0,330.0,3,2011-06-01,Coffee,Decaf Irish Cream,Decaf,0.59,2.381818181818182,12.595419847328243,0.3816793893129771,0.23157894736842105,-57.0,0.4618320610687023,2011-06,Wednesday,12 AM,2011-06-01,2011
63,206,Washington,West,Small Market,43.0,173.0,294.0,124.0,132.0,112.0,717.0,100.0,150.0,220.0,370.0,3,2011-07-01,Coffee,Decaf Irish Cream,Decaf,0.59,2.370967741935484,14.625850340136054,0.38095238095238093,0.2412831241283124,-57.0,0.4489795918367347,2011-07,Friday,12 AM,2011-07-01,2011
64,206,Washington,West,Small Market,24.0,130.0,238.0,93.0,114.0,84.0,692.0,60.0,110.0,160.0,270.0,3,2011-09-01,Coffee,Decaf Irish Cream,Decaf,0.55,2.5591397849462365,10.084033613445378,0.35294117647058826,0.18786127167630057,-36.0,0.4789915966386555,2011-09,Thursday,12 AM,2011-09-01,2011
65,206,Washington,West,Small Market,25.0,134.0,245.0,96.0,117.0,87.0,683.0,100.0,140.0,190.0,330.0,3,2011-10-01,Coffee,Decaf Irish Cream,Decaf,0.55,2.5520833333333335,10.204081632653061,0.3551020408163265,0.19619326500732065,-75.0,0.4775510204081633,2011-10,Saturday,12 AM,2011-10-01,2011
66,206,Washington,West,Small Market,30.0,145.0,266.0,105.0,125.0,95.0,716.0,50.0,120.0,170.0,290.0,3,2011-12-01,Coffee,Decaf Irish Cream,Decaf,0.55,2.533333333333333,11.278195488721805,0.35714285714285715,0.20251396648044692,-20.0,0.4699248120300752,2011-12,Thursday,12 AM,2011-12-01,2011
67,206,Washington,West,Small Market,0.0,87.0,150.0,63.0,87.0,57.0,506.0,10.0,40.0,60.0,100.0,13,2010-03-01,Tea,Green Tea,Regular,0.58,2.380952380952381,0.0,0.38,0.17193675889328064,-10.0,0.58,2010-03,Monday,12 AM,2010-03-01,2010
68,206,Washington,West,Small Market,-8.0,61.0,105.0,44.0,69.0,39.0,617.0,10.0,20.0,50.0,70.0,13,2010-08-01,Tea,Green Tea,Regular,0.58,2.3863636363636362,-7.6190476190476195,0.37142857142857144,0.09886547811993517,-18.0,0.6571428571428571,2010-08,Sunday,12 AM,2010-08-01,2010
69,206,Washington,West,Small Market,0.0,84.0,144.0,60.0,84.0,54.0,606.0,10.0,20.0,40.0,60.0,13,2010-10-01,Tea,Green Tea,Regular,0.58,2.4,0.0,0.375,0.13861386138613863,-10.0,0.5833333333333334,2010-10,Friday,12 AM,2010-10-01,2010
70,206,Washington,West,Small Market,1.0,86.0,147.0,61.0,85.0,55.0,613.0,0.0,40.0,60.0,100.0,13,2010-11-01,Tea,Green Tea,Regular,0.59,2.4098360655737703,0.6802721088435374,0.3741496598639456,0.1402936378466558,1.0,0.5782312925170068,2010-11,Monday,12 AM,2010-11-01,2010
71,206,Washington,West,Small Market,0.0,87.0,160.0,63.0,87.0,57.0,521.0,10.0,40.0,60.0,100.0,13,2011-04-01,Tea,Green Tea,Regular,0.54,2.5396825396825395,0.0,0.35625,0.16698656429942418,-10.0,0.54375,2011-04,Friday,12 AM,2011-04-01,2011
72,206,Washington,West,Small Market,3.0,90.0,153.0,64.0,82.0,58.0,551.0,10.0,40.0,60.0,100.0,13,2011-05-01,Tea,Green Tea,Regular,0.59,2.390625,1.9607843137254901,0.3790849673202614,0.16333938294010888,-7.0,0.5359477124183006,2011-05,Sunday,12 AM,2011-05-01,2011
73,206,Washington,West,Small Market,3.0,87.0,159.0,62.0,85.0,56.0,612.0,10.0,40.0,60.0,100.0,13,2011-09-01,Tea,Green Tea,Regular,0.55,2.564516129032258,1.8867924528301887,0.3522012578616352,0.14215686274509803,-7.0,0.5345911949685535,2011-09,Thursday,12 AM,2011-09-01,2011
74,206,Washington,West,Small Market,0.0,84.0,153.0,60.0,84.0,54.0,606.0,10.0,20.0,40.0,60.0,13,2011-10-01,Tea,Green Tea,Regular,0.55,2.55,0.0,0.35294117647058826,0.13861386138613863,-10.0,0.5490196078431373,2011-10,Saturday,12 AM,2011-10-01,2011
75,206,Washington,West,Small Market,16.0,72.0,130.0,58.0,56.0,22.0,338.0,20.0,50.0,70.0,120.0,5,2010-05-01,Espresso,Caffe Mocha,Regular,0.55,2.2413793103448274,12.307692307692308,0.16923076923076924,0.21301775147928995,-4.0,0.4307692307692308,2010-05,Saturday,12 AM,2010-05-01,2010
76,206,Washington,West,Small Market,18.0,74.0,133.0,59.0,56.0,22.0,403.0,20.0,50.0,70.0,120.0,5,2010-07-01,Espresso,Caffe Mocha,Regular,0.56,2.2542372881355934,13.533834586466165,0.16541353383458646,0.18362282878411912,-2.0,0.42105263157894735,2010-07,Thursday,12 AM,2010-07-01,2010
77,206,Washington,West,Small Market,20.0,66.0,134.0,54.0,56.0,20.0,312.0,20.0,50.0,60.0,110.0,5,2011-01-01,Espresso,Caffe Mocha,Regular,0.49,2.4814814814814814,14.925373134328357,0.14925373134328357,0.21153846153846154,0.0,0.417910447761194,2011-01,Saturday,12 AM,2011-01-01,2011
78,206,Washington,West,Small Market,18.0,65.0,126.0,53.0,53.0,20.0,306.0,20.0,50.0,60.0,110.0,5,2011-02-01,Espresso,Caffe Mocha,Regular,0.52,2.3773584905660377,14.285714285714285,0.15873015873015872,0.21241830065359477,-2.0,0.42063492063492064,2011-02,Tuesday,12 AM,2011-02-01,2011
79,206,Washington,West,Small Market,22.0,70.0,135.0,57.0,55.0,21.0,313.0,30.0,50.0,70.0,120.0,5,2011-04-01,Espresso,Caffe Mocha,Regular,0.52,2.3684210526315788,16.296296296296298,0.15555555555555556,0.22364217252396165,-8.0,0.4074074074074074,2011-04,Friday,12 AM,2011-04-01,2011
80,206,Washington,West,Small Market,19.0,67.0,129.0,54.0,54.0,20.0,391.0,20.0,50.0,60.0,110.0,5,2011-11-01,Espresso,Caffe Mocha,Regular,0.52,2.388888888888889,14.728682170542637,0.15503875968992248,0.17135549872122763,-1.0,0.4186046511627907,2011-11,Tuesday,12 AM,2011-11-01,2011
81,206,Washington,West,Small Market,39.0,81.0,150.0,69.0,42.0,21.0,965.0,60.0,60.0,80.0,140.0,6,2010-01-01,Espresso,Decaf Espresso,Decaf,0.54,2.1739130434782608,26.0,0.14,0.08393782383419689,-21.0,0.28,2010-01,Friday,12 AM,2010-01-01,2010
82,206,Washington,West,Small Market,39.0,82.0,151.0,69.0,43.0,21.0,965.0,60.0,60.0,80.0,140.0,6,2010-04-01,Espresso,Decaf Espresso,Decaf,0.54,2.1884057971014492,25.82781456953642,0.1390728476821192,0.0849740932642487,-21.0,0.2847682119205298,2010-04,Thursday,12 AM,2010-04-01,2010
83,206,Washington,West,Small Market,47.0,92.0,170.0,78.0,45.0,24.0,995.0,60.0,70.0,90.0,160.0,6,2010-05-01,Espresso,Decaf Espresso,Decaf,0.54,2.1794871794871793,27.647058823529413,0.1411764705882353,0.09246231155778895,-13.0,0.2647058823529412,2010-05,Saturday,12 AM,2010-05-01,2010
